0,0,220.6173157,-220.6173157,214.9604615,-214.9604615,8
1,0.5,215.4016356,-211.6745978,215.4016356,-211.6745978,0
2,1,218.6792993,-211.1761446,220.1179789,-212.5654614,2
3,1.5,232.8451731,-220.9618188,224.1406806,-212.7015639,12
4,2,225.2569401,-210.0554949,222.3315253,-207.3275015,4
5,2.5,227.0814197,-208.0817839,232.9796384,-213.4865056,8
6,3,234.09062,-210.776141,227.4023166,-204.7539655,9
7,3.5,234.4231406,-207.4000751,240.4147864,-212.7010355,8
8,4,235.469389,-204.690417,233.2052603,-202.72224,3
9,4.5,249.4131567,-213.0189599,245.6111269,-209.7717196,5
10,5,252.7946662,-212.1199112,242.070044,-203.1208847,14
11,5.5,256.9509863,-211.8140474,248.4631159,-204.8171869,11
12,6,267.3382107,-216.4862145,268.1153567,-217.1155349,1
13,6.5,280.9563283,-223.4827546,268.4345978,-213.5225204,16
14,7,271.0756992,-211.7875475,269.4996777,-210.5562246,2
15,7.5,275.2936091,-211.2402159,288.7806159,-221.5891602,17
16,8,286.7101481,-216.0515933,281.1196995,-211.8388881,7
17,8.5,295.8193247,-218.8947855,282.1537581,-208.7827981,17
18,9,279.9198801,-203.3736973,287.201033,-208.6637646,9
19,9.5,288.1968935,-205.5688463,297.1521642,-211.9565788,11
20,10,309.6394727,-216.8118929,295.713888,-207.0610935,17
21,10.5,310.6955731,-213.5351513,299.9819327,-206.1718702,13
22,11,324.1536909,-218.6444253,328.2988787,-221.4403898,5
23,11.5,331.8865572,-219.6709202,313.5410691,-207.5283065,22
24,12,327.0815215,-212.4092237,328.7588626,-213.4985017,2
25,12.5,328.9226639,-209.5468473,341.5735356,-217.6063414,15
26,13,340.0672866,-212.497625,343.4594789,-214.617302,4
27,13.5,346.1719067,-212.1344173,341.0560657,-208.9994259,6
28,14,358.2959317,-215.2859153,360.8674336,-216.8310295,3
29,14.5,363.6075057,-214.1811892,364.4691349,-214.6887275,1
30,15,358.5345172,-207,371.5248982,-214.5,15
31,15.5,385.5675733,-218.1436371,373.3825936,-211.2497073,14
32,16,391.8296288,-217.1947099,375.2118544,-207.9833271,19
33,16.5,397.2253349,-215.6757596,374.37609,-203.2696319,26
34,17,399.092312,-212.2011464,400.8582072,-213.1400895,2
35,17.5,414.2340591,-215.6366024,408.9119941,-212.8661107,6
36,18,416.1000468,-212.0135634,416.1000468,-212.0135634,0
37,18.5,432.2532967,-215.5135437,424.1988874,-211.4977634,9
38,19,444.0042589,-216.5553465,418.8380256,-204.2809544,28
39,19.5,444.9745452,-212.2419707,439.5590335,-209.6589041,6
40,20,447.7160468,-208.7734213,447.7160468,-208.7734213,0
41,20.5,476.8197059,-217.2992592,464.9902094,-211.908247,13
42,21,495.141638,-220.4512605,480.5249107,-213.9434743,16
43,21.5,481.4565391,-209.3432612,483.2906592,-210.1407593,2
44,22,501.6751451,-212.948465,482.3445432,-204.7431113,21
45,22.5,499.8188271,-207.0317369,502.5904657,-208.1797872,3
46,23,491.4074429,-198.5414945,494.1889945,-199.6653143,3
47,23.5,492.1908935,-193.8791489,485.6779705,-191.3136404,7
48,24,499.4655282,-191.726853,501.332689,-192.4435889,2
49,24.5,495.4995881,-185.2597047,490.8162272,-183.5086678,5
50,25,502.7355521,-182.9807767,493.3386259,-179.5605752,10
51,25.5,498.6573488,-176.5838285,500.5426318,-177.2514423,2
52,26,498.2882893,-171.5744174,490.7241407,-168.9698722,8
53,26.5,495.9732717,-165.9503353,494.0766244,-165.315726,2
54,27,498.3536145,-161.9249051,494.5493885,-160.6888371,4
55,27.5,494.0253805,-155.7656041,487.3493618,-153.6606635,7
56,28,484.8465113,-148.2324543,483.8902065,-147.9400826,1
57,28.5,480.3686872,-142.2916877,493.7921635,-146.2679025,14
58,29,487.3596798,-139.7481394,490.2434649,-140.5750515,3
59,29.5,485.6697484,-134.6881415,503.0150966,-139.4984323,18
60,30,502.2814297,-134.5859035,491.6562456,-131.738894,11
61,30.5,491.8190013,-127.1930421,486.0101155,-125.690762,6
62,31,491.9399332,-122.6544011,489.029046,-121.9286354,3
63,31.5,498.8257692,-119.7574717,502.7152488,-120.6912531,4
64,32,486.2106623,-112.2505761,478.4157018,-110.4509677,8
65,32.5,477.4087475,-105.8389712,492.0531876,-109.0855654,15
66,33,483.2049148,-102.7083753,496.8989812,-105.6191389,14
67,33.5,487.0225782,-99.08586341,488.0025029,-99.28523134,1
68,34,489.8319645,-95.21368869,485.9054558,-94.45045271,4
69,34.5,479.8283949,-88.93093644,500.476748,-92.75788248,21
70,35,492.4038765,-86.82408883,485.5102222,-85.60855159,7
71,35.5,479.3348023,-80.21313645,493.1428008,-82.52380293,14
72,36,495.819547,-78.53010145,491.8687936,-77.90436359,4
73,36.5,484.617773,-72.42661145,481.6507255,-71.98318322,3
74,37,493.1534982,-69.30820428,492.1632302,-69.16903118,1
75,37.5,489.7737615,-64.47993896,485.8079821,-63.95783419,4
76,38,496.2730758,-60.9346717,494.2879835,-60.69093302,2
77,38.5,476.9144907,-54.33754261,488.837353,-55.69598117,12
78,39,488.3102506,-51.32347546,490.2992944,-51.53253239,2
79,39.5,476.794779,-45.91011546,492.7211182,-47.4436475,16
80,40,489.1315968,-42.79346969,480.1658445,-42.009068,9
81,40.5,479.5172375,-37.73882505,488.4894935,-38.44495691,9
82,41,482.8210003,-33.76213329,488.8063846,-34.18067213,6
83,41.5,501.0636688,-30.64636685,474.1140293,-28.99805628,27
84,42,502.310656,-26.32498599,489.328472,-25.64461856,13
85,42.5,483.5393392,-21.11178348,496.5269661,-21.67883552,13
86,43,491.7002869,-17.17055238,493.6990685,-17.24035137,2
87,43.5,488.8324319,-12.80052772,486.8331173,-12.74817383,2
88,44,496.9243045,-8.673845999,476.9273506,-8.324797871,20
89,44.5,485.9814946,-4.241096252,492.9812281,-4.302182001,7
90,45,498,0,491,0,7
91,45.5,497.9810377,4.345814678,492.9812281,4.302182001,5
92,46,495.9244568,8.656393593,479.9268937,8.37715509,16
93,46.5,499.8286625,13.08847415,477.8362013,12.51258129,22
94,47,492.6996777,17.20545187,489.7015052,17.10075338,3
95,47.5,497.5260143,21.72245491,493.5298215,21.54797736,4
96,48,495.3202492,25.9586343,495.3202492,25.9586343,0
97,48.5,497.0711296,30.40217269,477.1084336,29.1812019,20
98,49,498.7820251,34.87823687,498.7820251,34.87823687,0
99,49.5,487.4925762,38.36649781,491.4802455,38.68033419,4
100,50,483.1544286,42.27053523,478.1734551,41.83475652,5
101,50.5,502.6750802,48.40210502,481.77176,46.38934422,21
102,51,492.2883382,51.74158932,488.3102506,51.32347546,4
103,51.5,500.7602153,57.05441974,495.792356,56.48840367,5
104,52,482.3774297,59.22850089,491.3103451,60.32532499,9
105,52.5,500.679655,65.91572707,488.7823167,64.34941276,12
106,53,498.1048386,70.00406978,485.2313537,68.19481947,13
107,53.5,505.3871062,75.53060909,494.5079317,73.90470556,11
108,54,505.6964304,80.0944461,492.856482,78.06079806,13
109,54.5,502.0193712,84.00923138,496.1016576,83.01894575,6
110,55,504.2215695,88.90786697,490.434261,86.47679248,14
111,55.5,503.4265127,93.30458905,489.660944,90.7532917,14
112,56,495.7217276,96.35854267,489.8319645,95.21368869,6
113,56.5,498.7816747,101.4782786,503.6812982,102.4751183,5
114,57,511.5711952,108.7378143,485.16121,103.1241986,27
115,57.5,502.7924437,111.4664012,480.3376355,106.4882901,23
116,58,503.7493235,116.2996951,493.0312528,113.8252335,11
117,58.5,497.8533992,119.5240263,496.8810293,119.2905809,1
118,59,501.6428905,125.07362,482.236976,120.2351821,20
119,59.5,500.5323301,129.4464621,486.0101155,125.690762,15
120,60,498.4177264,133.5506273,491.6562456,131.738894,7
121,60.5,507.8332488,140.8346242,489.5242702,135.757095,19
122,61,496.9722968,142.504513,488.3209415,140.0237768,9
123,61.5,411.3336663,121.8425829,491.874524,145.6998718,84
124,62,348.0949312,106.4233005,485.802816,148.524826,144
125,62.5,349.060404,110.0583226,496.8865313,156.6677215,155
126,63,331.9187242,107.846931,497.402558,161.6158881,174
127,63.5,350.8797524,117.4027229,498.8182426,166.9022493,156
128,64,407.5185061,140.3198746,490.7241407,168.9698722,88
129,64.5,486.4030094,172.2443394,482.6324434,170.9091119,4
130,65,485.8210849,176.8244141,493.3386259,179.5605752,8
131,65.5,502.0562934,187.7111564,482.3861775,180.3568013,21
132,66,441.5835417,169.5080401,486.3954022,186.7097017,48
133,66.5,359.1411812,141.4694735,491.2604759,193.5126477,142
134,67,348.6211293,140.8520791,508.0967523,205.2844132,172
135,67.5,347.3787042,143.8889706,497.0471885,205.8836866,162
136,68,332.3022521,141.0539374,486.0265626,206.3060358,167
137,68.5,349.3998883,151.9233953,483.2906592,210.1407593,146
138,69,353.5420921,157.4070809,490.5739108,218.4175773,150
139,69.5,325.766135,148.4601809,485.9193186,221.4461916,176
140,70,329.8960345,153.8330473,499.3755907,232.8626622,187
141,70.5,326.7358729,155.845017,497.3244917,237.2116143,189
142,71,320.8694745,156.4984994,485.348785,236.7204193,183
143,71.5,320.3865015,159.7388171,506.5328487,252.5479622,208
144,72,319.8713422,162.9825894,494.5086209,251.9647274,196
145,72.5,348.5952574,181.467205,485.1949257,252.5764914,154
146,73,388.4969409,206.5674876,494.450652,262.9040752,120
147,73.5,339.2234055,184.1832815,496.5316687,269.5946995,179
148,74,313.9884749,174.0466537,498.5332331,276.3414835,211
149,74.5,309.8466278,175.3027874,488.2695454,276.2496172,205
150,75,303.1088913,175,496.2325564,286.5,223
151,75.5,305.878352,180.1761189,497.1600256,292.8496354,222
152,76,312.8660648,187.9888973,486.8710268,292.5416265,203
153,76.5,407.5619986,249.7543139,481.7416929,295.2116891,87
154,77,486.7796072,304.1736577,495.2600882,309.4728503,10
155,77.5,510.2518247,325.066263,489.1670386,311.6337728,25
156,78,512.427717,332.7744504,494.8156351,321.3370307,21
157,78.5,501.1653791,331.7141282,503.6670365,333.3699391,3
158,79,522.2936707,352.2915292,497.4225435,335.5157421,30
159,79.5,498.5963441,342.6757733,494.4757132,339.8437422,5
160,80,509.5125715,356.7645434,496.4061388,347.5873204,16
161,80.5,503.1233903,358.8744266,497.4245817,354.8095059,7
162,81,508.0626725,369.1291384,494.3093836,359.1367892,17
163,81.5,516.0761045,381.8762291,484.725687,358.6781404,39
164,82,510.3280909,384.5597998,501.5431003,377.9398345,11
165,82.5,511.7129045,392.6511217,494.259131,379.2583703,22
166,83,498.810807,389.7137139,494.0827425,386.019745,6
167,83.5,507.9126938,404.0119992,485.9996654,386.5815894,28
168,84,509.8077507,412.8341765,490.3791017,397.1011668,25
169,84.5,505.4141021,416.6312343,489.9816105,403.9096699,20
170,85,505.5893325,424.2398224,494.8647103,415.2407959,14
171,85.5,507.951185,433.8312963,489.7014418,418.2445431,24
172,86,503.39129,437.5913723,493.5800655,429.062605,13
173,86.5,509.2898901,450.5816328,497.3065986,439.979712,16
174,87,502.365902,452.3322899,496.4207434,446.979245,8
175,87.5,499.136757,457.3745706,493.9758157,452.6454391,7
176,88,503.1713467,469.2148717,491.4696875,458.302898,16
177,88.5,516.4665522,490.1084579,494.705321,469.4578206,30
178,89,505.6958796,488.3448344,489.870404,473.0623503,22
179,89.5,503.5548171,494.8419406,490.716309,482.2255738,18
180,90,502.7529214,502.7529214,486.4894655,486.4894655,23
181,90.5,505.3555796,514.2535738,482.9264831,491.4295595,32
182,91,505.0166353,522.9600348,483.4822258,500.660501,31
183,91.5,499.0570674,525.896419,488.0433942,514.290429,16
184,92,501.950793,538.2763244,473.3068619,507.5594689,42
185,92.5,491.1540809,536.0006239,480.3446376,524.2041865,16
186,93,506.531869,562.5606329,484.450559,538.0368536,33
187,93.5,504.2538567,569.9553035,486.3631154,549.7334991,27
188,94,508.4457475,584.8999247,486.1397405,559.2397989,34
189,94.5,498.1266531,583.2313756,483.838796,566.5024444,22
190,95,505.2310612,602.1109323,488.5185834,582.1937768,26
191,95.5,506.9543416,614.984793,489.1441514,593.3793046,28
192,96,511.6374779,631.8196667,485.8353419,599.9566822,41
193,96.5,496.76668,624.5213092,478.7137556,601.8256726,29
194,97,505.4580712,646.9568287,490.0665344,627.2565599,25
195,97.5,514.4034075,670.3835725,485.1828589,632.3026122,48
196,98,496.4973941,658.8742958,485.0629087,643.7002211,19
197,98.5,502.030432,678.4551904,484.7805712,655.1433414,29
198,99,508.4342432,699.7997001,484.3350479,666.6300034,41
199,99.5,504.0501656,706.6522699,483.7255621,678.1582268,35
200,100,505.8944169,722.4921031,487.5399709,696.2792376,32
201,100.5,506.3671758,736.7688126,484.8437388,705.4520175,38
202,101,498.240877,738.6724771,480.905897,712.9723124,31
203,101.5,506.1262155,764.6732988,486.2564841,734.6534092,36
204,102,506.5143026,779.9636282,483.6394631,744.7394643,42
205,102.5,510.4346279,801.2218735,480.8831495,754.835344,55
206,103,502.8933818,804.7976433,481.1666919,770.0276713,41
207,103.5,500.0311264,815.9766373,480.6986795,784.4289512,37
208,104,495.9816661,825.4521106,485.1658666,807.4515973,21
209,104.5,482.6689832,819.4093316,474.5483694,805.623265,16
210,105,473,819.260032,496,859.0972006,46
211,105.5,461.8932994,816.3936428,468.7872292,828.5786225,14
212,106,450.3881372,812.5217079,461.5387585,832.6379612,23
213,106.5,444.7119646,819.057549,450.9150284,830.4821715,13
214,107,437.5474965,822.9071565,439.8948543,827.3218945,5
215,107.5,423.4234783,813.388934,429.8879589,825.8070857,14
216,108,419.9412123,824.1810349,419.9412123,824.1810349,0
217,108.5,410.5019881,823.3396127,407.8248012,817.9700065,6
218,109,401.5479705,823.2953464,405.4933108,831.3844928,9
219,109.5,384.8769205,806.9112442,396.0702091,830.3784616,26
220,110,379.511199,813.8643928,391.3445104,839.2410108,28
221,110.5,374.0533049,820.7850663,381.9324765,838.0743305,19
222,111,366.8764521,824.0180028,367.6899253,825.8450937,2
223,111.5,355.2854204,817.1005263,360.4691583,829.0223072,13
224,112,350.0950911,824.7723487,353.6116713,833.0568924,9
225,112.5,337.1441039,813.9378681,344.4150891,831.4915793,19
226,113,335.6475077,830.7567337,336.0221143,831.6839175,1
227,113.5,321.4215758,815.9762071,329.4846028,836.4453936,22
228,114,318.2307392,829.0194187,315.0054277,820.6171949,9
229,114.5,303.9800069,813.0314603,314.8364358,842.0682981,31
230,115,295.5054038,811.8944244,302.3458067,830.6882768,20
231,115.5,293.0824224,827.6392292,293.7500361,829.5245122,2
232,116,283.2442944,822.6011608,290.4067938,843.4025694,22
233,116.5,275.4204418,823.1449327,279.8627069,836.4214639,14
234,117,268.5357681,826.4681127,271.934955,836.9297343,11
235,117.5,258.005576,818.2891437,258.9076934,821.1502946,3
236,118,255.2404982,834.854052,257.2871002,841.5481852,7
237,118.5,242.8331197,819.7908733,244.8212271,826.5026115,7
238,119,238.1506754,830.5301053,241.1826863,841.1039839,11
239,119.5,230.0922418,829.6858202,230.8939569,832.5767116,3
240,120,218.7020931,816.2073232,222.0667407,828.764359,13
241,120.5,212.5726234,821.9573467,214.8260435,830.6706754,9
242,121,208.0528302,834.4543246,205.6336113,824.7513673,10
243,121.5,198.1951139,825.5420624,199.3623407,830.403912,5
244,122,191.4333472,829.1889251,191.4333472,829.1889251,0
245,122.5,184.6229907,832.7804941,184.8394303,833.7567901,1
246,123,175.8932904,827.5128702,176.7249372,831.4254606,4
247,123.5,169.0640084,830.9761495,170.260216,836.8556977,6
248,124,159.1347021,818.677071,163.3325,840.272869,22
249,124.5,153.4423125,827.9006322,155.0824322,836.7499263,9
250,125,146.2117656,829.208128,147.7745992,838.0713978,9
251,125.5,138.6399889,828.4799053,138.1448461,825.5210485,3
252,126,130.6227783,824.7197644,131.4049506,829.6582061,5
253,126.5,123.7164771,827.8062776,126.2292371,844.6195473,17
254,127,116.2095393,826.8738374,116.6270586,829.8446416,3
255,127.5,110.5556848,839.7537976,110.9472634,842.7281322,3
256,128,101.5171631,826.7909443,103.2233339,840.6865904,14
257,128.5,94.41148028,828.6389276,95.31710599,836.5875025,8
258,129,88.53560839,842.3600454,87.80390914,835.3983921,7
259,129.5,79.26443733,823.192656,79.7436661,828.169637,5
260,130,72.77504519,831.8225729,72.33926648,826.8415994,5
261,130.5,65.51334493,832.4259737,65.67026312,834.4198083,2
262,131,58.1768991,831.9684179,58.455925,835.9586741,4
263,131.5,50.85343343,831.4462871,50.67028781,828.4518827,3
264,132,44.11921111,841.8446978,43.64818751,832.857032,9
265,132.5,35.59342009,815.2233488,36.68390477,840.1995544,25
266,133,28.68738629,821.4992598,29.00148176,830.4937773,9
267,133.5,21.80539794,832.7145517,21.80539794,832.7145517,0
268,134,14.52040216,831.8732824,14.57275938,834.8728255,3
269,134.5,7.147032573,818.968815,7.216844857,826.9685104,8
270,135,5.08E-14,829,5.14E-14,839,10
271,135.5,-7.321563283,838.9680535,-7.243024464,829.9683961,9
272,136,-14.31097328,819.87511,-14.55530697,833.8729778,14
273,136.5,-21.70069015,828.7159224,-21.70069015,828.7159224,0
274,137,-28.93168277,828.4949956,-29.00148176,830.4937773,2
275,137.5,-36.77114355,842.1976508,-36.68390477,840.1995544,2
276,138,-43.75285942,834.8542911,-44.22388303,843.8419569,9
277,138.5,-50.91448197,832.4444219,-51.40287029,840.4295003,8
278,139,-58.455925,835.9586741,-58.73495089,839.9489303,4
279,139.5,-66.37639499,843.3920643,-66.45485408,844.3889817,1
280,140,-72.77504519,831.8225729,-73.38513539,838.7959358,7
281,140.5,-80.12704911,832.1512218,-81.08550663,842.1051838,10
282,141,-87.69938068,834.4038702,-87.59485222,833.4093483,1
283,141.5,-95.88312206,841.5553618,-96.33593492,845.5296492,4
284,142,-103.7108112,844.656775,-102.3702485,833.7387674,11
285,142.5,-110.2946324,837.7709079,-109.5114753,831.8222387,6
286,143,-119.967213,853.6110753,-118.2971358,841.7278584,12
287,143.5,-125.7858089,841.6524997,-124.0120959,829.7843094,12
288,144,-134.3772055,848.4242846,-132.9692953,839.5350895,9
289,144.5,-140.290465,838.3427613,-141.7758934,847.2193317,9
290,145,-147.7745992,838.0713978,-146.7327101,832.1625513,6
